需求编号,来源章节,原子需求,工作包,实现位置,自动化验证,页面验证,状态,证据位置,产品确认人及版本
PRINT-02,用户完整方案第11节,花型版本设备打印转印记录保留,P,src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/work-order-detail.ts；src/data/fcs/printing-task-domain.ts,check-printing-two-end-list；check-printing-output-documents；check-printing-legacy-view-projection,印花列表/详情/实际产出卷预览，缺资料明确标记,已验证,output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/roll-label.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
PRINT-03,用户完整方案第11节,内部标识不冒充SPU色号花型编号,P,src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/work-order-detail.ts；src/data/fcs/printing-task-domain.ts,check-printing-two-end-list；check-printing-output-documents；check-printing-legacy-view-projection,印花列表/详情/实际产出卷预览，缺资料明确标记,已验证,output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/roll-label.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
PRINT-04,用户完整方案第11节,待接收明确是投入还是下游,P,src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/work-order-detail.ts；src/data/fcs/printing-task-domain.ts,check-printing-two-end-list；check-printing-output-documents；check-printing-legacy-view-projection,印花列表/详情/实际产出卷预览，缺资料明确标记,已验证,output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/roll-label.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
PRINT-05,用户完整方案第11节,历史未记设备不伪造分配,P,src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/work-order-detail.ts；src/data/fcs/printing-task-domain.ts,check-printing-two-end-list；check-printing-output-documents；check-printing-legacy-view-projection,印花列表/详情/实际产出卷预览，缺资料明确标记,已验证,output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/roll-label.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
PRINT-06,用户完整方案第11节,卷条码只针对存在的产出卷,P,src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/work-order-detail.ts；src/data/fcs/printing-task-domain.ts,check-printing-two-end-list；check-printing-output-documents；check-printing-legacy-view-projection,印花列表/详情/实际产出卷预览，缺资料明确标记,已验证,output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/roll-label.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-01,用户完整方案第12节,五个常用筛选默认可见,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-02,用户完整方案第12节,更多筛选完整保留来源上下游工艺异常等,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-03,用户完整方案第12节,所有空选择显示全部,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-04,用户完整方案第12节,更多筛选生效数量提示,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-05,用户完整方案第12节,重置包含折叠条件,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
FIL-06,用户完整方案第12节,上下游筛选使用供料接收对象,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,check-dye-list-unified；check-printing-two-end-list,5常用筛选、更多筛选计数、条件生效与完整重置,已验证,output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
SUM-01,用户完整方案第13节,六项摘要跟随筛选全结果而非当前页,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts,check-dye-list-unified；check-printing-two-end-list,6项摘要单行；全结果汇总；导出16/12行与未知量校验,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
SUM-02,用户完整方案第13节,多单位分别显示且零尾项隐藏,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts,check-dye-list-unified；check-printing-two-end-list,6项摘要单行；全结果汇总；导出16/12行与未知量校验,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
SUM-03,用户完整方案第13节,未知数量显示待补录单数,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts,check-dye-list-unified；check-printing-two-end-list,6项摘要单行；全结果汇总；导出16/12行与未知量校验,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
SUM-04,用户完整方案第13节,采购单数不作为统一核心摘要,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts,check-dye-list-unified；check-printing-two-end-list,6项摘要单行；全结果汇总；导出16/12行与未知量校验,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-01,用户完整方案第14节,全选本页与全部结果范围明确,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-02,用户完整方案第14节,无选禁打印且筛选变化不暗留选择,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-03,用户完整方案第14节,查看常用操作更多层级明确,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-04,用户完整方案第14节,染色流程卡与导出类型全部可达,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-05,用户完整方案第14节,印花信息单确认单卷条码全部可达,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
ACT-06,用户完整方案第14节,保留编辑约束不增加无依据代确认,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/pages/process-factory/printing/events.ts,check-dye-list-unified；check-printing-two-end-list；check-printing-output-documents；check-dye-work-order-online-alignment,全选/清空/筛选清选择/无选禁印/最后行更多；下载CSV和打印预览,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/export-check.json；output/playwright/process-order-review/print-browser.json；output/playwright/process-order-review/roll-label.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
DET-01,用户完整方案第15节,详情完整基本信息上下游要求加工日志单据,D/P/V,src/pages/process-factory/dyeing/work-order-overlays.ts；src/pages/process-factory/printing/work-order-detail.ts,check-dye-list-unified；check-printing-two-end-list；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,详情六组业务信息，批次与原始记录按需展开，保留历史未知提示,已验证,output/playwright/process-order-review/dyeing-detail.png；output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/check-preparation-real-receipt-chain.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
DET-02,用户完整方案第15节,逐笔交接双方对象数量时间差异可追溯,D/P/V,src/pages/process-factory/dyeing/work-order-overlays.ts；src/pages/process-factory/printing/work-order-detail.ts,check-dye-list-unified；check-printing-two-end-list；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,新交接链可追溯且专项通过；部分历史记录缺供料原单、确认人/时间，已明确待补录，不能认定历史逐笔资料完整。,已阻塞,output/playwright/process-order-review/dyeing-detail.png；output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/dye-missing-assets.json；output/playwright/process-order-review/printing-missing-assets.json；output/playwright/process-order-review/printing-actual-material-gaps.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
DET-03,用户完整方案第15节,历史明细按需展开,D/P/V,src/pages/process-factory/dyeing/work-order-overlays.ts；src/pages/process-factory/printing/work-order-detail.ts,check-dye-list-unified；check-printing-two-end-list；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,详情六组业务信息，批次与原始记录按需展开，保留历史未知提示,已验证,output/playwright/process-order-review/dyeing-detail.png；output/playwright/process-order-review/printing-detail.png；output/playwright/process-order-review/check-preparation-real-receipt-chain.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-01,用户完整方案第16节,中央仓供料与调拨接收示例通过,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-02,用户完整方案第16节,染色至印花同笔交接上下游对应,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-03,用户完整方案第16节,部分接收加工分批交出示例通过,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-04,用户完整方案第16节,已交800收到760待收40示例通过,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-05,用户完整方案第16节,差异处理后不永久挂待收,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-06,用户完整方案第16节,已收5600未加工使用零无虚假损耗,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
CASE-07,用户完整方案第16节,历史缺失下游未生成换料备货场景通过,D/P/V,src/data/fcs/dye-work-order-online-view.ts；src/data/fcs/printing-task-domain.ts；src/data/fcs/process-order-three-axis-view.ts,check-dye-material-receipts；check-printing-partial-batches；check-dye-list-unified；check-printing-output-documents；check-preparation-real-receipt-chain；check-process-order-three-axis-flow,原型场景和专项记录双向验证；非真实工厂操作,已验证,output/playwright/process-order-review/check-dye-material-receipts.log；output/playwright/process-order-review/check-preparation-real-receipt-chain.log；output/playwright/process-order-review/check-dye-list-unified.log；output/playwright/process-order-review/check-printing-output-documents.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-01,用户完整方案第17节,1366x768和1280x720核心对象要求状态默认可见,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-02,用户完整方案第17节,仅表格横滚且身份操作固定,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-03,用户完整方案第17节,列偏好按路由独立持久化,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-04,用户完整方案第17节,行高和字体可读无任意拆码,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-05,用户完整方案第17节,图片加载失败态大图Esc均可用,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-06,用户完整方案第17节,查询选择展开输入局部更新不丢滚动,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts；src/main.ts（仅两个命名列表事件入口）,check-dye-list-snapshot；check-printing-list-snapshot；浏览器捕获真实点击到双帧绘制计时,染色47.3ms、印花47.4ms；根节点保留；本页快照在路由进入/业务保存后失效,已验证,output/playwright/process-order-review/interaction-timing.json；output/playwright/process-order-review/check-dye-list-snapshot.log；output/playwright/process-order-review/check-printing-list-snapshot.log；output/playwright/process-order-review/browser-check.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-07,用户完整方案第17节,分页限制首屏渲染量,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
UI-08,用户完整方案第17节,颜色链接反馈有明确业务含义,D/P/V,src/pages/process-factory/dyeing/work-orders.ts；src/pages/process-factory/printing/work-orders.ts,浏览器实际断言；check-dye-list-reentry,两分辨率/冻结/偏好/分页/本地更新/图片失败与Esc,已验证,output/playwright/process-order-review/browser-check.json；output/playwright/process-order-review/browser-extra.json；output/playwright/process-order-review/check-dye-list-reentry.log,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
VERIFY-01,用户完整方案第18节,技术检查与最终浏览器证据新鲜且明确未通过项,D/P/V,docs/染色印花加工单逐项验收.csv,最终检查结果、CodeGraph、文件指纹记录,全部最终证据和未通过资料项逐项列明,已验证,output/playwright/process-order-review/final-checks.json；output/playwright/process-order-review/codegraph-status.log；output/playwright/process-order-review/version-fingerprint.json,用户已确认方案；Codex执行验证；产品接受待用户确认；8d8f8ffd+version-fingerprint.json
