需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
PAGE-018,product-design.md 第12节,工厂等待输入项不显示立刻开工建议,WP07,src/pages/production-fulfillment/dashboards.ts、tasks.ts、task-detail.ts、index.ts、common.ts；src/router/routes.ts；src/state/store.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共同筛选/工作状态独立；scripts/check-dds-production-fulfillment.mjs：全部路由/查询导出/列分页/跟单/全屏,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：9类路由；23浏览器用例组；orders-export.csv；overview-1366.png；team-1024.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
PAGE-019,product-design.md 第12节,订单页展示实际发货后关联且无发货时不造订单,WP07,src/pages/production-fulfillment/dashboards.ts、tasks.ts、task-detail.ts、index.ts、common.ts；src/router/routes.ts；src/state/store.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共同筛选/工作状态独立；scripts/check-dds-production-fulfillment.mjs：全部路由/查询导出/列分页/跟单/全屏,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：9类路由；23浏览器用例组；orders-export.csv；overview-1366.png；team-1024.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
PAGE-020,product-design.md 第12节,全屏视图与普通总览使用同一结果,WP07,src/pages/production-fulfillment/dashboards.ts、tasks.ts、task-detail.ts、index.ts、common.ts；src/router/routes.ts；src/state/store.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共同筛选/工作状态独立；scripts/check-dds-production-fulfillment.mjs：全部路由/查询导出/列分页/跟单/全屏,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：9类路由；23浏览器用例组；orders-export.csv；overview-1366.png；team-1024.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-001,product-design.md 第12节,可以配置工作项与单据明细及事件匹配,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-002,product-design.md 第12节,可以配置单工作预算及阶段组时效要求,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-003,product-design.md 第12节,规则包含地区供给方式工艺及数量类型条件,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-004,product-design.md 第12节,起止责任锚点与具体数量事件可配置,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-005,product-design.md 第12节,同优先级多规则命中报冲突无命中报缺失,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-006,product-design.md 第12节,默认责任人不是来源脚本创建账号,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-007,product-design.md 第12节,阶段浏览顺序不自动生成前置关系,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-008,product-design.md 第12节,子项7天组上限5天阻断发布且不静默调整,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-009,product-design.md 第12节,版本发布预览受影响范围并保留旧基线,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
CONFIG-010,product-design.md 第12节,草稿规则不冒充已生效标准,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
METRIC-001,product-design.md 第13节,任务工作项订单三种统计对象不混除,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史范围（不可继承）：overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,实施中,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
METRIC-002,product-design.md 第13节,缺规则和缺数据样本与正常样本分列,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史范围（不可继承）：overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,实施中,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
METRIC-003,product-design.md 第13节,任务完成率不混入终止与范围减少后关闭,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。当前来源合格量、采购/调拨完整事实、实际发货或正式SLA尚未齐备；按条目所需输入继续补证，旧规则例不能代替来源链路。 历史范围（不可继承）：overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,实施中,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
METRIC-004,product-design.md 第13节；V3仅保留为历史规则示例（product-design.md 第17/20.2节）,客户订单超时率为3除5等于60%,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。本条具体数字仅属于V1/V2独立规则示例；不作为V3 33条来源需求的业务数量/时效/角色或订单结果。示例若继续展示仍需当前版本验证。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。本条具体数字仅属于V1/V2独立规则示例；不作为V3 33条来源需求的业务数量/时效/角色或订单结果。示例若继续展示仍需当前版本验证。 历史范围（不可继承）：overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
METRIC-005,product-design.md 第13节；V3仅保留为历史规则示例（product-design.md 第17/20.2节）,发货数量加权超时占比为900除1400等于64.29%,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。本条具体数字仅属于V1/V2独立规则示例；不作为V3 33条来源需求的业务数量/时效/角色或订单结果。示例若继续展示仍需当前版本验证。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。本条具体数字仅属于V1/V2独立规则示例；不作为V3 33条来源需求的业务数量/时效/角色或订单结果。示例若继续展示仍需当前版本验证。 历史范围（不可继承）：overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已实现待验证仅属原证据版本
