需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
TIME-013,product-design.md 第07节,未知路线只按合法场景计算区间，无上界时明确未知,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-014,product-design.md 第07节,晚确认路线保留原始T0并记录变更版本,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-001,product-design.md 第08节,依赖网络串行相加并行汇合取最大值,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-002,product-design.md 第08节,计算显示动作预算前置事件及交接间隔,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-003,product-design.md 第08节,循环依赖被拒绝而不是静默给出时效,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-004,product-design.md 第08节,共享资源占用形成有效先后约束,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-005,product-design.md 第08节,完整主例计算结果为24自然日,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-006,product-design.md 第08节,中国辅料15天明确包含入库后调拨至工厂实收,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-007,product-design.md 第08节,改为5天到厂的印尼分支主例整体为23天,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-008,product-design.md 第08节,未知独立场景范围20至24逐步收敛至24,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-009,product-design.md 第08节,整批1000放行是主例显式规则而不是通用强制,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-010,product-design.md 第08节,分批算例发货节点为D19.5 D21.5 D22,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CALC-011,product-design.md 第08节,90%数量里程碑按真实批次首次跨阈值确定,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、scenarios.ts,tests/unit/production-fulfillment-calculations.test.ts：24天/ID23天/批次19.5、21.5、22/网络防环/共享资源；scripts/check-dds-production-fulfillment.mjs：路线收敛,001完整公式/批次算例；004有界无界模拟；gantt-1366.png；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-001,product-design.md 第09节,前置等待本环节正式耗时与实际作业耗时分列,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-002,product-design.md 第09节,责任起算不因迟开工而自动向后移动,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-003,product-design.md 第09节,已完成工作历史逾期不随当前时间继续增长,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-004,product-design.md 第09节,局部未可执行不冒称已加工超时,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-005,product-design.md 第09节,保障整体最晚节点从生产任务生效截止反推,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-006,product-design.md 第09节,反推公式明确LF后继最小值与LS等于LF减预算,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-007,product-design.md 第09节,预测使用合格输出剩余及本任务分配能力,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-008,product-design.md 第09节,零能力或数据过期导致预测不足而非0天完成,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-009,product-design.md 第09节,排队与资源释放等待不得重复计入预测,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-010,product-design.md 第09节,001当前未逾期且预计晚1天能用600除200解释,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-011,product-design.md 第09节,001所需300件每日及缺口100可解释,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-012,product-design.md 第09节,002合格回货700时预计D23.5,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-013,product-design.md 第09节,005本项未逾期但需追回2天及整体风险分列,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-014,product-design.md 第09节,卡点追到真实缺数量及上游负责团队,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-015,product-design.md 第09节,多个卡点影响天数不直接相加,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
RISK-016,product-design.md 第09节,已知已逾期优先于预测风险及数据待判定,WP02,src/pages/production-fulfillment/calculations.ts、fixtures.ts、task-detail.ts、dashboards.ts,tests/unit/production-fulfillment-calculations.test.ts：数量预测/300与100/倒排/历史逾期/人工预计/上游带入,001风险与工作抽屉；002正常；005追回2天；团队队列；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-001,product-design.md 第10节,有效应发量只接受明确作用于本任务的正式需求变更,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-002,product-design.md 第10节,未关联的客户取消不自动扣减特定生产任务,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-003,product-design.md 第10节,逐SKU剩余量不被其他SKU超发抵消,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-004,product-design.md 第10节,实际发货而非建运单拣货作为实发终点,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-005,product-design.md 第10节,客户订单按自身下单到实际发货核算时效,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-006,product-design.md 第10节,多次发货首次时效不冒充全单完成时效,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-007,product-design.md 第10节,订单全单统计须有有效完整范围及全部实发证据,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-008,product-design.md 第10节,生产按期与客户订单超时可同时成立,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
SHIP-009,product-design.md 第10节,客户余量取消后关闭不回填早先全单发完,WP02,src/pages/production-fulfillment/calculations.ts、dashboards.ts、evidence.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：客户取消不减产/逐SKU/实发订单/范围关闭；tests/unit/production-fulfillment-boundary-evidence.test.ts：缺关联/缺订单时间/待履约责任,实际发货与订单/订单履约分析；007/008/009；SHIPMENT-IDENTITY及AWAITING-FULFILLMENT；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
